customer_id,statement_month,limit_balance,annual_income,sex,education,marital_status,age,age_group,credit_limit_band,utilization_ratio,payment_ratio,months_with_delay,recent_delay_flag,high_utilization_flag,income_to_limit,average_bill_amount,average_payment_amount,pay_status_1,pay_status_2,pay_status_3,pay_status_4,pay_status_5,pay_status_6,bill_amt_1,bill_amt_2,bill_amt_3,bill_amt_4,bill_amt_5,bill_amt_6,pay_amt_1,pay_amt_2,pay_amt_3,pay_amt_4,pay_amt_5,pay_amt_6,default_next_month
800,2025-06,27000.0,18000.0,male,university,single,40,40_to_49,very_low,0.6639,0.2828,1,0,0,0.6667,17926.33,5069.83,0,0,1,0,0,0,18803.0,18539.0,17312.0,17280.0,15905.0,19719.0,8823.0,4398.0,3360.0,2906.0,6940.0,3992.0,1
801,2025-01,56000.0,23227.0,male,university,single,54,50_to_59,low,0.3306,0.3139,1,1,0,0.4148,18515.5,5812.0,2,0,0,0,0,0,18311.0,18630.0,13086.0,18738.0,20121.0,22207.0,6058.0,6259.0,1821.0,5327.0,5812.0,9595.0,0
802,2025-04,77000.0,34244.0,male,graduate,single,46,40_to_49,medium,0.6423,0.3586,3,1,0,0.4447,49457.83,17736.5,3,0,2,0,1,0,43156.0,48950.0,50261.0,59029.0,49230.0,46121.0,14281.0,20332.0,21029.0,13662.0,20254.0,16861.0,1
803,2025-07,25000.0,29473.0,male,high_school,single,39,30_to_39,very_low,0.3197,0.261,1,0,0,1.1789,7991.67,2085.83,0,0,0,0,0,1,5722.0,9468.0,9375.0,7772.0,7879.0,7734.0,1693.0,1480.0,3679.0,1735.0,1994.0,1934.0,0
804,2025-12,60000.0,41992.0,male,high_school,single,42,40_to_49,low,0.9571,0.2023,0,0,1,0.6999,57426.67,11615.17,0,0,0,0,0,0,48777.0,63000.0,56454.0,59123.0,63000.0,54206.0,7614.0,10945.0,17592.0,13368.0,12161.0,8011.0,0
805,2025-09,33000.0,28954.0,male,university,married,21,21_to_29,low,0.6085,0.2367,2,0,0,0.8774,20081.17,4752.67,0,0,3,0,1,0,21401.0,23123.0,19252.0,18360.0,19120.0,19231.0,3019.0,5956.0,3426.0,2872.0,4019.0,9224.0,1
806,2025-10,46000.0,27400.0,female,university,married,41,40_to_49,low,0.3626,0.2837,0,0,0,0.5957,16681.5,4732.33,0,0,0,0,0,0,17065.0,16177.0,15282.0,14524.0,16582.0,20459.0,3211.0,4838.0,6988.0,2412.0,2044.0,8901.0,0
807,2025-07,79000.0,35695.0,male,graduate,single,23,21_to_29,medium,0.283,0.3383,0,0,0,0.4518,22359.83,7565.33,0,0,0,0,0,0,24895.0,20902.0,22943.0,22110.0,17287.0,26022.0,6951.0,9937.0,5462.0,10442.0,3032.0,9568.0,0
808,2025-02,54000.0,28521.0,female,university,married,22,21_to_29,low,0.408,0.3633,1,0,0,0.5282,22034.67,8004.17,0,0,0,0,1,0,21549.0,21531.0,24807.0,27137.0,20320.0,16864.0,9480.0,5470.0,12181.0,11302.0,4857.0,4735.0,0
809,2025-05,46000.0,36101.0,female,university,married,40,40_to_49,low,0.6448,0.309,1,1,0,0.7848,29659.17,9163.5,1,0,0,0,0,0,30592.0,30007.0,21879.0,30769.0,30751.0,33957.0,8671.0,12710.0,7534.0,5673.0,11458.0,8935.0,0
810,2025-12,92000.0,35458.0,male,university,married,27,21_to_29,medium,0.2764,0.2511,1,0,0,0.3854,25432.17,6386.67,0,0,0,1,0,0,24661.0,25180.0,26379.0,25713.0,25637.0,25023.0,6238.0,5658.0,6212.0,7670.0,3894.0,8648.0,0
811,2025-01,83000.0,70442.0,male,graduate,married,38,30_to_39,medium,0.3956,0.2837,1,0,0,0.8487,32833.0,9313.67,0,0,0,3,0,0,30430.0,31046.0,36323.0,31329.0,34617.0,33253.0,8294.0,10051.0,5564.0,9761.0,7936.0,14276.0,0
812,2025-11,69000.0,30072.0,male,university,other,39,30_to_39,low,0.3386,0.2892,2,0,0,0.4358,23363.5,6755.83,0,0,1,0,1,0,22681.0,26695.0,20750.0,24074.0,18339.0,27642.0,11035.0,6867.0,7397.0,5686.0,5702.0,3848.0,0
813,2025-09,105000.0,39213.0,female,university,married,40,40_to_49,medium,0.2647,0.2574,1,0,0,0.3735,27791.0,7152.5,0,0,1,0,0,0,28447.0,25215.0,28626.0,26283.0,27799.0,30376.0,8141.0,11471.0,4572.0,3864.0,4372.0,10495.0,0
814,2025-04,38000.0,36245.0,female,university,other,29,21_to_29,low,0.4401,0.2804,0,0,0,0.9538,16724.83,4689.33,0,0,0,0,0,0,11622.0,17864.0,20490.0,15425.0,16883.0,18065.0,4418.0,4975.0,5142.0,4648.0,3949.0,5004.0,0
815,2025-10,68000.0,64003.0,female,university,other,47,40_to_49,low,0.4065,0.3995,0,0,0,0.9412,27645.17,11044.67,0,0,0,0,0,0,27033.0,26315.0,25109.0,28711.0,31524.0,27179.0,13118.0,8801.0,12420.0,12951.0,6521.0,12457.0,0
816,2025-11,100000.0,49432.0,female,graduate,single,37,30_to_39,medium,0.6167,0.2529,1,0,0,0.4943,61670.33,15595.83,0,0,0,0,0,1,65295.0,49587.0,54570.0,73784.0,64392.0,62394.0,24355.0,22161.0,7750.0,16918.0,12394.0,9997.0,0
817,2025-01,162000.0,70845.0,female,university,married,42,40_to_49,high,0.6971,0.2631,3,0,0,0.4373,112928.67,29714.5,0,0,1,3,0,3,118847.0,89352.0,108736.0,116432.0,126274.0,117931.0,39203.0,41570.0,17152.0,29580.0,16971.0,33811.0,0
818,2025-02,49000.0,23924.0,female,high_school,married,26,21_to_29,low,0.5602,0.3112,3,0,0,0.4882,27451.83,8544.33,0,1,1,0,0,2,25922.0,27798.0,27658.0,22393.0,28465.0,32475.0,8194.0,9355.0,7230.0,3999.0,13509.0,8979.0,0
819,2025-08,66000.0,44633.0,female,university,married,36,30_to_39,low,0.0988,0.2658,0,0,0,0.6763,6520.17,1733.0,0,0,0,0,0,0,6937.0,6057.0,7938.0,6313.0,6822.0,5054.0,2559.0,1618.0,1169.0,1131.0,3219.0,702.0,0
820,2025-12,68000.0,41410.0,male,graduate,married,49,40_to_49,low,0.3969,0.3592,2,0,0,0.609,26991.33,9696.5,0,2,0,0,3,0,27717.0,28481.0,25350.0,23861.0,29107.0,27432.0,9222.0,11532.0,9068.0,9671.0,6956.0,11730.0,0
821,2025-01,45000.0,27229.0,female,university,single,48,40_to_49,low,0.2217,0.3617,2,0,0,0.6051,9976.67,3608.5,0,2,0,2,0,0,9862.0,10623.0,9367.0,8502.0,10305.0,11201.0,3719.0,4121.0,4124.0,1519.0,3206.0,4962.0,0
822,2025-08,56000.0,44294.0,female,university,single,30,30_to_39,low,0.5555,0.2537,0,0,0,0.791,31108.67,7891.83,0,0,0,0,0,0,31012.0,29939.0,28742.0,31674.0,28514.0,36771.0,10714.0,7510.0,8598.0,7893.0,3657.0,8979.0,0
823,2025-02,138000.0,94352.0,male,university,married,33,30_to_39,high,0.3894,0.355,0,0,0,0.6837,53739.83,19076.0,0,0,0,0,0,0,43561.0,54532.0,55644.0,39333.0,61913.0,67456.0,21364.0,17963.0,18521.0,18198.0,13689.0,24721.0,0
824,2025-08,71000.0,31848.0,female,university,married,28,21_to_29,medium,0.457,0.344,3,0,0,0.4486,32449.17,11162.83,0,1,1,0,1,0,28773.0,36982.0,31970.0,32692.0,30893.0,33385.0,12822.0,7802.0,9349.0,11940.0,11761.0,13303.0,0
825,2025-08,79000.0,49992.0,male,graduate,married,31,30_to_39,medium,0.6107,0.3138,1,0,0,0.6328,48243.67,15137.33,0,0,0,0,1,0,53010.0,48910.0,38110.0,52662.0,44467.0,52303.0,8266.0,12564.0,10315.0,16078.0,18550.0,25051.0,0
826,2025-02,54000.0,26261.0,male,university,married,24,21_to_29,low,0.2073,0.3336,2,0,0,0.4863,11193.0,3733.5,0,0,0,2,0,1,10734.0,10845.0,8983.0,13275.0,11499.0,11822.0,4664.0,3874.0,4256.0,3512.0,4721.0,1374.0,0
827,2025-09,34000.0,21031.0,female,high_school,married,37,30_to_39,low,0.449,0.2589,1,0,0,0.6186,15267.33,3952.67,0,0,0,1,0,0,13003.0,14932.0,17454.0,12704.0,18093.0,15418.0,2443.0,4272.0,2577.0,2426.0,5406.0,6592.0,0
828,2025-11,62000.0,27889.0,male,high_school,other,44,40_to_49,low,0.6477,0.3121,2,1,0,0.4498,40156.33,12533.17,1,0,0,0,0,1,47690.0,31601.0,42337.0,35077.0,43590.0,40643.0,9790.0,6941.0,18087.0,10455.0,15272.0,14654.0,0
829,2025-11,49000.0,43658.0,male,graduate,single,30,30_to_39,low,0.3338,0.2924,2,0,0,0.891,16354.5,4782.5,0,1,0,0,2,0,15492.0,20228.0,13479.0,14492.0,19257.0,15179.0,3051.0,5983.0,5525.0,5726.0,4282.0,4128.0,1
830,2025-01,77000.0,38431.0,male,university,other,37,30_to_39,medium,0.0422,0.3147,0,0,0,0.4991,3252.67,1023.5,0,0,0,0,0,0,2872.0,3531.0,3683.0,3407.0,3289.0,2734.0,772.0,783.0,1112.0,1146.0,1117.0,1211.0,0
831,2025-03,74000.0,41441.0,male,university,single,36,30_to_39,medium,0.2164,0.2949,1,1,0,0.56,16013.67,4721.67,2,0,0,0,0,0,13928.0,17638.0,12343.0,15095.0,18479.0,18599.0,2969.0,6738.0,5243.0,5895.0,3889.0,3596.0,0
832,2025-03,56000.0,26393.0,male,graduate,married,49,40_to_49,low,0.3668,0.3646,1,0,0,0.4713,20539.67,7489.67,0,0,0,0,1,0,21178.0,17935.0,19030.0,23374.0,23168.0,18553.0,9801.0,7462.0,2507.0,9389.0,9277.0,6502.0,0
833,2025-06,49000.0,35034.0,male,university,single,32,30_to_39,low,0.7476,0.2618,2,0,0,0.715,36630.0,9588.33,0,0,0,1,0,1,31792.0,39147.0,34948.0,32195.0,40972.0,40726.0,10408.0,11955.0,8398.0,7084.0,10481.0,9204.0,0
834,2025-02,72000.0,65113.0,female,graduate,married,32,30_to_39,medium,0.3352,0.293,2,0,0,0.9043,24135.83,7072.67,0,1,0,0,0,4,22014.0,22026.0,24432.0,23733.0,28045.0,24565.0,5332.0,5528.0,11451.0,8713.0,8437.0,2975.0,0
835,2025-11,40000.0,29812.0,male,graduate,single,30,30_to_39,low,0.385,0.3554,0,0,0,0.7453,15400.33,5472.83,0,0,0,0,0,0,15647.0,16557.0,12768.0,16420.0,17067.0,13943.0,5314.0,6213.0,5525.0,5402.0,7052.0,3331.0,0
836,2025-10,57000.0,39254.0,male,university,single,27,21_to_29,low,0.4142,0.3255,1,1,0,0.6887,23609.0,7685.17,2,0,0,0,0,0,17106.0,27107.0,25192.0,24483.0,20889.0,26877.0,4634.0,7300.0,12128.0,6178.0,9746.0,6125.0,1
837,2025-10,141000.0,59643.0,male,graduate,married,43,40_to_49,high,0.7681,0.3349,2,1,0,0.423,108295.5,36267.33,3,1,0,0,0,0,115956.0,105993.0,102863.0,103991.0,104144.0,116826.0,43181.0,48481.0,38811.0,26891.0,18140.0,42100.0,1
838,2025-03,35000.0,32807.0,male,university,married,37,30_to_39,low,0.555,0.2561,2,0,0,0.9373,19426.33,4975.67,0,0,1,1,0,0,18003.0,24333.0,18590.0,16406.0,16599.0,22627.0,3545.0,10575.0,2918.0,7417.0,2683.0,2716.0,0
839,2025-01,134000.0,60875.0,female,graduate,single,39,30_to_39,high,0.7993,0.3492,1,0,0,0.4543,107108.5,37407.33,0,0,2,0,0,0,122562.0,106466.0,103743.0,106498.0,107100.0,96282.0,50306.0,33478.0,42259.0,46087.0,40648.0,11666.0,0
840,2025-11,53000.0,24055.0,male,university,married,51,50_to_59,low,0.377,0.2837,0,0,0,0.4539,19979.5,5668.5,0,0,0,0,0,0,21961.0,16940.0,23413.0,17497.0,20083.0,19983.0,3123.0,5192.0,6980.0,6590.0,4742.0,7384.0,0
841,2025-04,91000.0,66178.0,male,university,single,51,50_to_59,medium,0.2852,0.3265,0,0,0,0.7272,25949.67,8472.0,0,0,0,0,0,0,28784.0,28173.0,25401.0,25380.0,23634.0,24326.0,7598.0,8904.0,12641.0,9554.0,3077.0,9058.0,0
842,2025-08,65000.0,45263.0,female,high_school,single,22,21_to_29,low,0.1576,0.3505,0,0,0,0.6964,10241.17,3590.0,0,0,0,0,0,0,10252.0,10028.0,10531.0,10525.0,9886.0,10225.0,2885.0,3152.0,3812.0,5066.0,3451.0,3174.0,0
843,2025-11,71000.0,39735.0,female,high_school,single,44,40_to_49,medium,0.8525,0.3287,0,0,1,0.5596,60528.83,19895.33,0,0,0,0,0,0,63054.0,62524.0,61498.0,53328.0,51110.0,71659.0,30041.0,9845.0,25857.0,8989.0,10453.0,34187.0,0
844,2025-01,165000.0,73085.0,female,university,married,40,40_to_49,high,0.2267,0.272,2,1,0,0.4429,37411.83,10176.33,3,0,1,0,0,0,42698.0,35525.0,37418.0,38825.0,35232.0,34773.0,5265.0,9728.0,7478.0,7747.0,14135.0,16705.0,0
845,2025-01,57000.0,39681.0,female,university,married,33,30_to_39,low,0.7907,0.2772,3,1,0,0.6962,45067.33,12493.33,4,0,1,0,0,3,45266.0,43561.0,42674.0,39955.0,51932.0,47016.0,9212.0,9447.0,10201.0,17323.0,22676.0,6101.0,0
846,2025-01,84000.0,40686.0,male,graduate,married,41,40_to_49,medium,0.2569,0.2606,0,0,0,0.4844,21579.33,5623.67,0,0,0,0,0,0,20030.0,22656.0,25538.0,25749.0,18116.0,17387.0,4507.0,6252.0,3086.0,10901.0,6234.0,2762.0,0
847,2025-02,92000.0,81099.0,female,university,married,21,21_to_29,medium,0.3798,0.3264,3,0,0,0.8815,34943.67,11404.33,0,0,0,1,1,2,24259.0,39913.0,32276.0,41135.0,37355.0,34724.0,2927.0,9286.0,13387.0,17288.0,14177.0,11361.0,0
848,2025-01,260000.0,114264.0,female,graduate,married,53,50_to_59,very_high,0.321,0.3431,0,0,0,0.4395,83463.67,28638.33,0,0,0,0,0,0,79324.0,101652.0,63945.0,73528.0,98954.0,83379.0,12211.0,47502.0,16608.0,32851.0,28487.0,34171.0,0
849,2025-10,66000.0,34054.0,male,university,married,43,40_to_49,low,0.2186,0.1857,0,0,0,0.516,14426.33,2679.5,0,0,0,0,0,0,16833.0,13804.0,13488.0,12995.0,13573.0,15865.0,4538.0,2424.0,1950.0,2291.0,2040.0,2834.0,0
850,2025-08,25000.0,50280.0,male,graduate,other,29,21_to_29,very_low,0.658,0.2561,3,1,0,2.0112,16449.67,4212.17,3,2,0,0,1,0,13843.0,21342.0,15966.0,17542.0,18168.0,11837.0,4369.0,8012.0,2363.0,3191.0,4461.0,2877.0,1
851,2025-12,150000.0,60207.0,male,high_school,single,32,30_to_39,high,0.1328,0.3516,0,0,0,0.4014,19913.67,7001.83,0,0,0,0,0,0,19142.0,26611.0,22698.0,16011.0,17739.0,17281.0,9319.0,8486.0,5346.0,3525.0,7146.0,8189.0,0
852,2025-10,57000.0,44097.0,male,university,single,21,21_to_29,low,0.3171,0.3337,2,0,0,0.7736,18073.33,6031.5,0,1,0,0,0,1,15370.0,20855.0,17555.0,17258.0,19421.0,17981.0,4730.0,7658.0,8663.0,4177.0,3270.0,7691.0,0
853,2025-12,75000.0,58495.0,male,university,single,35,30_to_39,medium,0.0918,0.3093,0,0,0,0.7799,6884.67,2129.5,0,0,0,0,0,0,5289.0,6967.0,7458.0,7547.0,7370.0,6677.0,2644.0,3092.0,932.0,1349.0,1755.0,3005.0,0
854,2025-03,142000.0,63242.0,male,university,married,33,30_to_39,high,0.11,0.2714,1,0,0,0.4454,15625.33,4240.5,0,1,0,0,0,0,15006.0,16814.0,15018.0,17832.0,14847.0,14235.0,2044.0,3681.0,4445.0,4788.0,6567.0,3918.0,0
855,2025-04,77000.0,35983.0,male,university,married,25,21_to_29,medium,0.5379,0.286,0,0,0,0.4673,41421.5,11846.83,0,0,0,0,0,0,40573.0,44131.0,41530.0,40562.0,44117.0,37616.0,5247.0,8000.0,16706.0,16103.0,14831.0,10194.0,0
856,2025-11,149000.0,62896.0,female,graduate,single,46,40_to_49,high,0.4034,0.2826,3,1,0,0.4221,60109.17,16984.33,2,1,1,0,0,0,55976.0,60638.0,66526.0,58754.0,62551.0,56210.0,12422.0,25783.0,14522.0,21249.0,9231.0,18699.0,1
857,2025-03,57000.0,38716.0,male,high_school,married,51,50_to_59,low,0.1323,0.2947,0,0,0,0.6792,7540.83,2222.0,0,0,0,0,0,0,6265.0,7207.0,6934.0,8954.0,7841.0,8044.0,1536.0,1527.0,1869.0,3802.0,2890.0,1708.0,0
858,2025-01,26000.0,23284.0,female,high_school,other,38,30_to_39,very_low,0.2419,0.1832,1,0,0,0.8955,6288.5,1152.33,0,1,0,0,0,0,5427.0,5651.0,7086.0,5584.0,7309.0,6674.0,1268.0,1103.0,1767.0,796.0,1169.0,811.0,0
859,2025-09,60000.0,34804.0,female,graduate,single,35,30_to_39,low,0.3759,0.2821,1,0,0,0.5801,22556.5,6364.0,0,0,0,0,0,1,21423.0,18263.0,21205.0,22672.0,27237.0,24539.0,9742.0,5381.0,2936.0,2793.0,7784.0,9548.0,0
860,2025-10,67000.0,29514.0,female,high_school,single,42,40_to_49,low,0.153,0.296,0,0,0,0.4405,10251.83,3034.17,0,0,0,0,0,0,9305.0,9475.0,9876.0,11802.0,9807.0,11246.0,3088.0,1610.0,1352.0,5526.0,3124.0,3505.0,0
861,2025-12,61000.0,67302.0,male,university,single,38,30_to_39,low,0.5167,0.2834,4,0,0,1.1033,31516.17,8932.5,0,0,4,1,2,1,29575.0,25634.0,34743.0,33632.0,27899.0,37614.0,7773.0,6393.0,9855.0,7756.0,7235.0,14583.0,1
862,2025-12,120000.0,78977.0,male,graduate,single,27,21_to_29,medium,0.8845,0.2086,4,1,1,0.6581,106141.17,22143.83,3,1,1,1,0,0,111372.0,98100.0,101248.0,106187.0,122989.0,96951.0,10962.0,29225.0,40069.0,18583.0,18685.0,15339.0,0
863,2025-02,105000.0,62438.0,female,university,married,31,30_to_39,medium,0.1441,0.2604,0,0,0,0.5946,15128.17,3940.0,0,0,0,0,0,0,13784.0,18247.0,15780.0,15573.0,14417.0,12968.0,1788.0,8144.0,3676.0,3105.0,4994.0,1933.0,0
864,2025-10,73000.0,63449.0,male,graduate,married,35,30_to_39,medium,0.2741,0.2841,2,1,0,0.8692,20011.0,5684.67,1,0,2,0,0,0,18583.0,19937.0,20542.0,26877.0,14466.0,19661.0,2865.0,2913.0,8525.0,7480.0,3940.0,8385.0,0
865,2025-11,112000.0,62726.0,female,graduate,single,40,40_to_49,medium,0.2906,0.3283,1,0,0,0.5601,32543.67,10683.67,0,0,0,0,0,1,36923.0,31297.0,22412.0,33089.0,42320.0,29221.0,7964.0,14612.0,3346.0,12631.0,16750.0,8799.0,0
866,2025-09,50000.0,51202.0,male,university,married,38,30_to_39,low,0.0298,0.3427,0,0,0,1.024,1489.83,510.5,0,0,0,0,0,0,1108.0,1408.0,1528.0,1676.0,1612.0,1607.0,147.0,423.0,569.0,459.0,675.0,790.0,0
867,2025-10,175000.0,62588.0,male,graduate,single,40,40_to_49,high,0.2328,0.3069,1,0,0,0.3576,40735.33,12499.67,0,0,0,0,1,0,48313.0,37432.0,33092.0,32707.0,41682.0,51186.0,9176.0,16222.0,8101.0,11944.0,9562.0,19993.0,0
868,2025-11,81000.0,47395.0,male,high_school,single,23,21_to_29,medium,0.2617,0.2569,2,1,0,0.5851,21201.5,5447.5,3,0,0,2,0,0,21888.0,24357.0,18723.0,20921.0,20094.0,21226.0,2320.0,11005.0,5546.0,2455.0,6015.0,5344.0,0
869,2025-06,38000.0,25263.0,male,university,single,45,40_to_49,low,0.1554,0.3648,0,0,0,0.6648,5903.5,2153.5,0,0,0,0,0,0,5923.0,5057.0,6004.0,6257.0,6083.0,6097.0,2709.0,1606.0,1572.0,2334.0,2082.0,2618.0,0
870,2025-01,49000.0,27854.0,female,high_school,married,38,30_to_39,low,0.751,0.272,4,1,0,0.5684,36798.5,10009.67,1,1,0,1,0,1,32893.0,28903.0,38918.0,40758.0,46658.0,32661.0,10059.0,12043.0,5255.0,9326.0,19247.0,4128.0,1
871,2025-06,38000.0,29579.0,female,university,married,64,60_plus,low,0.4651,0.2524,3,0,0,0.7784,17673.33,4460.67,0,1,0,0,1,3,14566.0,21634.0,19431.0,17639.0,15821.0,16949.0,4057.0,3558.0,8623.0,4631.0,3761.0,2134.0,1
872,2025-03,76000.0,61798.0,male,high_school,married,34,30_to_39,medium,0.4649,0.3313,0,0,0,0.8131,35335.67,11707.67,0,0,0,0,0,0,32623.0,35048.0,37432.0,39346.0,32387.0,35178.0,8242.0,15907.0,15812.0,14145.0,10840.0,5300.0,0
873,2025-02,128000.0,91280.0,male,university,single,41,40_to_49,high,0.4876,0.3371,2,0,0,0.7131,62414.17,21039.17,0,1,0,1,0,0,63441.0,60619.0,61178.0,62484.0,65996.0,60767.0,28857.0,24788.0,8743.0,17511.0,27157.0,19179.0,0
874,2025-02,40000.0,18324.0,female,university,married,66,60_plus,low,0.404,0.3444,1,1,0,0.4581,16160.0,5565.33,3,0,0,0,0,0,18678.0,16476.0,13816.0,18080.0,13745.0,16165.0,3595.0,5490.0,5209.0,7455.0,4086.0,7557.0,0
875,2025-09,135000.0,87920.0,female,university,single,40,40_to_49,high,0.3548,0.3004,1,0,0,0.6513,47893.17,14387.67,0,0,0,1,0,0,36193.0,46955.0,55049.0,59891.0,47519.0,41752.0,9947.0,17070.0,13861.0,16386.0,9235.0,19827.0,0
876,2025-07,112000.0,40257.0,female,high_school,single,37,30_to_39,medium,0.3499,0.3056,0,0,0,0.3594,39189.83,11974.83,0,0,0,0,0,0,42920.0,39788.0,32627.0,34813.0,43353.0,41638.0,6383.0,15993.0,6199.0,14659.0,8870.0,19745.0,0
877,2025-07,107000.0,80699.0,female,graduate,married,28,21_to_29,medium,0.4111,0.315,1,0,0,0.7542,43989.5,13857.17,0,0,0,0,0,1,42404.0,43423.0,37858.0,53142.0,45305.0,41805.0,18777.0,21614.0,7963.0,13917.0,5560.0,15312.0,0
878,2025-09,86000.0,56369.0,female,university,married,53,50_to_59,medium,0.6398,0.3085,4,0,0,0.6555,55023.83,16974.0,0,2,0,1,1,1,63023.0,42096.0,56814.0,57603.0,59726.0,50881.0,14707.0,9857.0,8811.0,25379.0,21824.0,21266.0,0
879,2025-07,146000.0,71082.0,female,high_school,single,26,21_to_29,high,0.2854,0.2255,0,0,0,0.4869,41662.0,9394.0,0,0,0,0,0,0,40562.0,38553.0,44873.0,41431.0,44203.0,40350.0,15144.0,11400.0,7915.0,6646.0,8488.0,6771.0,0
880,2025-08,151000.0,49764.0,male,university,married,42,40_to_49,high,0.518,0.2502,1,0,0,0.3296,78221.0,19570.33,0,0,0,0,0,2,83923.0,87588.0,79444.0,55848.0,76547.0,85976.0,12905.0,21597.0,23718.0,8449.0,19155.0,31598.0,0
881,2025-02,40000.0,21894.0,female,high_school,married,33,30_to_39,low,0.4634,0.2851,2,1,0,0.5474,18537.17,5285.83,1,0,1,0,0,0,20940.0,17844.0,18262.0,16319.0,16455.0,21403.0,4640.0,3460.0,7264.0,7820.0,3820.0,4711.0,0
882,2025-11,49000.0,43590.0,female,university,other,36,30_to_39,low,0.6531,0.2144,3,0,0,0.8896,32003.0,6862.0,0,0,3,2,2,0,31789.0,35673.0,29695.0,32663.0,32118.0,30080.0,5531.0,8046.0,7369.0,12000.0,4055.0,4171.0,0
883,2025-06,92000.0,65494.0,female,graduate,married,24,21_to_29,medium,0.7086,0.3474,3,1,0,0.7119,65194.17,22647.17,2,0,2,0,0,3,55299.0,70810.0,66210.0,72565.0,62602.0,63679.0,18806.0,26673.0,18154.0,29844.0,28811.0,13595.0,1
884,2025-02,51000.0,41617.0,female,university,single,51,50_to_59,low,0.3841,0.2491,2,0,0,0.816,19591.33,4880.5,0,0,1,0,2,0,17257.0,22519.0,15389.0,18468.0,21665.0,22250.0,6856.0,3045.0,6051.0,6632.0,3960.0,2739.0,0
885,2025-10,112000.0,60067.0,male,university,married,35,30_to_39,medium,0.7096,0.2799,3,0,0,0.5363,79475.5,22246.67,0,0,3,0,1,1,92286.0,73526.0,69208.0,76678.0,91611.0,73544.0,36644.0,28546.0,23610.0,19639.0,13293.0,11748.0,0
886,2025-09,120000.0,51305.0,female,graduate,single,26,21_to_29,medium,0.5053,0.3142,0,0,0,0.4275,60641.5,19052.33,0,0,0,0,0,0,75099.0,57067.0,57759.0,60550.0,48471.0,64903.0,15233.0,27404.0,20675.0,11285.0,18589.0,21128.0,0
887,2025-01,56000.0,41070.0,male,graduate,single,51,50_to_59,low,0.1702,0.294,0,0,0,0.7334,9532.17,2802.33,0,0,0,0,0,0,8728.0,9765.0,8787.0,12166.0,7916.0,9831.0,3051.0,2071.0,2590.0,4641.0,1810.0,2651.0,0
888,2025-03,62000.0,33424.0,male,graduate,married,33,30_to_39,low,0.3064,0.2839,1,0,0,0.5391,18997.33,5394.17,0,1,0,0,0,0,21341.0,14941.0,17647.0,21466.0,21742.0,16847.0,3352.0,3054.0,3678.0,10645.0,3849.0,7787.0,0
889,2025-01,72000.0,32927.0,female,high_school,married,41,40_to_49,medium,0.4542,0.2472,2,0,0,0.4573,32701.33,8084.33,0,3,0,1,0,0,35679.0,28237.0,36020.0,31549.0,27882.0,36841.0,6675.0,9895.0,6046.0,7979.0,9564.0,8347.0,0
890,2025-04,65000.0,42300.0,male,high_school,single,46,40_to_49,low,0.2274,0.4306,0,0,0,0.6508,14778.33,6363.33,0,0,0,0,0,0,11707.0,15105.0,16790.0,14613.0,16388.0,14067.0,5692.0,7324.0,6004.0,6461.0,6339.0,6360.0,0
891,2025-02,17000.0,20011.0,male,university,married,43,40_to_49,very_low,0.4658,0.3315,0,0,0,1.1771,7919.0,2624.83,0,0,0,0,0,0,9787.0,6699.0,7899.0,6601.0,6194.0,10334.0,3066.0,2706.0,3569.0,3000.0,1115.0,2293.0,0
892,2025-09,65000.0,38006.0,female,graduate,married,21,21_to_29,low,0.4963,0.2876,0,0,0,0.5847,32261.33,9277.33,0,0,0,0,0,0,31378.0,26982.0,33106.0,30263.0,41796.0,30043.0,11463.0,5511.0,15024.0,8487.0,7049.0,8130.0,0
893,2025-07,16000.0,19700.0,female,university,married,45,40_to_49,very_low,0.7316,0.2288,6,1,0,1.2312,11705.5,2678.67,1,1,2,3,1,1,14303.0,13016.0,11070.0,10809.0,12362.0,8673.0,1953.0,3715.0,2612.0,2357.0,3829.0,1606.0,1
894,2025-12,39000.0,29955.0,male,high_school,single,37,30_to_39,low,0.1696,0.2232,0,0,0,0.7681,6614.5,1476.67,0,0,0,0,0,0,6956.0,5523.0,6334.0,6658.0,7814.0,6402.0,1370.0,2429.0,1154.0,1448.0,1065.0,1394.0,0
895,2025-09,57000.0,64183.0,male,high_school,single,35,30_to_39,low,0.2748,0.3208,0,0,0,1.126,15664.67,5024.67,0,0,0,0,0,0,17536.0,18041.0,14441.0,15699.0,13940.0,14331.0,8192.0,6281.0,6716.0,2116.0,2283.0,4560.0,0
896,2025-08,45000.0,27689.0,female,university,single,37,30_to_39,low,0.4323,0.2437,3,0,0,0.6153,19452.5,4741.0,0,0,1,2,0,1,18879.0,16850.0,21709.0,18481.0,22744.0,18052.0,2777.0,3449.0,6809.0,5997.0,4302.0,5112.0,1
897,2025-07,98000.0,70861.0,male,graduate,single,22,21_to_29,medium,0.7197,0.2465,2,1,0,0.7231,70526.5,17382.0,2,0,0,0,1,0,64610.0,61547.0,80967.0,60993.0,83419.0,71623.0,17513.0,8190.0,21031.0,27954.0,13043.0,16561.0,1
